card_name,cost,civilization,card_type,race,power,rarity,card_set,coll_num,card_text
Mana Crisis,4,nature,Spell,,,u,dm-02,50/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose a card in your opponent's mana zone and put it into his graveyard."
Rainbow Stone,4,nature,Spell,,,c,dm-02,51/55,■ Search your deck. You may take a card from your deck and put it into your mana zone. Then shuffle your deck.
Rumbling Terahorn,5,nature,Creature,horned_beast,3000,r,dm-02,52/55,"■ When you put this creature into the battle zone, search your deck. You may take a creature from your deck, show that creature to your opponent, and put it into your hand. Then shuffle your deck."
Silver Axe,3,nature,Creature,beast_folk,1000,c,dm-02,53/55,"■ Whenever this creature attacks, you may put the top card of your deck into your mana zone."
Silver Fist,4,nature,Creature,beast_folk,2000,u,dm-02,54/55,"■ Power attacker +2000 (While attacking, this creature gets +2000 power.)"
Xeno Mantis,7,nature,Creature,giant_insect,6000,vr,dm-02,55/55,"■ This creature can't be blocked by any creature that has power 5000 or less.
■ Double breaker (This creature breaks 2 shields.)"
"Miar, Comet Elemental",8,light,Creature,angel_command,11500,sr,dm-03,S1/S5,■ Double breaker (This creature breaks 2 shields.)
Chaos Fish,7,water,Creature,gel_fish,1000,sr,dm-03,S2/S5,"■ This creature gets +1000 power for each other water creature you have in the battle zone.
■ Whenever this creature attacks, you may draw a card for each of your other water creatures in the battle zone."
"Giriel, Ghastly Warrior",8,darkness,Creature,demon_command,11000,sr,dm-03,S3/S5,■ Double breaker (This creature breaks 2 shields.)
Garkago Dragon,7,fire,Creature,armored_dragon,6000,sr,dm-03,S4/S5,"■ Double breaker (This creature breaks 2 shields.)
■ This creature gets +1000 power for each other fire creature you have in the battle zone.
■ This creature can attack untapped creatures."
Earthstomp Giant,5,nature,Creature,gianto,8000,sr,dm-03,S5/S5,"■ Double breaker (This creature breaks 2 shields.)
■ Whenever this creature attacks, return all creatures from your mana zone to your hand."
"Alek, Solidity Enforcer",7,light,Creature,berserker,4000,r,dm-03,1/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature gets +1000 power for each other light creature you have in the battle zone."
"Aless, the Oracle",6,light,Creature,light_bringer,1000,c,dm-03,2/55,"■ When this creature would be put into your graveyard from the battle zone, add it to your shields face down instead."
Boomerang Comet,6,light,Spell,,,u,dm-03,3/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Return a card from your mana zone to your hand.
■ After you cast this spell, put it into your mana zone instead of your graveyard."
"Lena, Vizier of Brilliance",4,light,Creature,initiate,2000,c,dm-03,4/55,"■ When you put this creature into the battle zone, you may return a spell from your mana zone to your hand."
Logic Sphere,3,light,Spell,,,r,dm-03,5/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Return a spell from your mana zone to your hand."
"Ra Vu, Seeker of Lightning",6,light,Creature,mecha_thunder,4000,u,dm-03,6/55,"■ Whenever this creature attacks, you may return a light spell from your graveyard to your hand."
"Raza Vega, Thunder Guardian",10,light,Creature,guardian,3000,r,dm-03,7/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ When this creature would be put into your graveyard from the battle zone, add it to your shields face down instead."
"Sieg Balicula, the Intense",3,light,Evolution Creature,initiate,5000,vr,dm-03,8/55,"■ Evolution—Put on one of your Initiates.
■ Each of your other light creatures in the battle zone has ""blocker"". (Whenever one of your opponent's creatures attacks, you may tap a creature that has ""blocker"" to stop the attack. Then the 2 creatures battle.)"
Sparkle Flower,4,light,Creature,starlight_tree,3000,u,dm-03,9/55,"■ While all the cards in your mana zone are light cards, this creature has ""blocker"""
Sundrop Armor,4,light,Spell,,,c,dm-03,10/55,■ Add a card from your hand to your shields face down.
"Ur Pale, Seeker of Sunlight",4,light,Creature,mecha_thunder,2500,c,dm-03,11/55,"■ While all the cards in your mana zone are light cards, this creature gets +2000 power."
Angler Cluster,3,water,Creature,cyber_cluster,3000,c,dm-03,12/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack.
■ While all the cards in your mana zone are water cards, this creature gets +3000 power."
Aqua Deformer,8,water,Creature,liquid_people,3000,r,dm-03,13/55,"■ When you put this creature into the battle zone, return 2 cards from your mana zone to your hand. Then your opponent chooses 2 cards in his mana zone and returns them to his hand."
Emeral,2,water,Creature,cyber_lord,1000,c,dm-03,14/55,"■ When you put this creature into the battle zone, you may add a card from your hand to your shields face down. If you do, choose one of your shields and put it into your hand. You can't use the ""shield trigger"" ability of that shield."
Flood Valve,2,water,Spell,,,u,dm-03,15/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Return a card from your mana zone to your hand."
King Neptas,6,water,Creature,leviathan,5000,r,dm-03,16/55,"■ Whenever this creature attacks, you may choose a creature in the battle zone that has power 2000 or less and return it to its owner's hand. (Return the creature to its owner's hand before your opponent can block with it.)"
King Ponitas,8,water,Creature,leviathan,4000,u,dm-03,17/55,"■ Whenever this creature attacks, search your deck. You may take a water card from your deck, show that card to your opponent, and put it into your hand. Then shuffle your deck."
Legendary Bynor,6,water,Evolution Creature,leviathan,8000,vr,dm-03,18/55,"■ Evolution—Put on one of your Leviathans.
■ Your other water creatures in the battle zone can't be blocked.
■ Double breaker (This creature breaks 2 shields.)"
Liquid Scope,4,water,Spell,,,c,dm-03,19/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Look at your opponent's hand and shields. Then put the shields back where they were."
Psychic Shaper,6,water,Spell,,,r,dm-03,20/55,■ Reveal the top 4 cards of your deck. Put all water cards from among them into your hand and the rest into your graveyard.
Shtra,4,water,Creature,cyber_lord,2000,c,dm-03,21/55,"■ When you put this creature into the battle zone, return a card from your mana zone to your hand. Then your opponent chooses a card from his mana zone and returns it to his hand."
Stinger Ball,3,water,Creature,cyber_virus,1000,u,dm-03,22/55,"■ Whenever this creature attacks, you may look at one of your opponent's shields. Then put it back where it was."
"Baraga, Blade of Gloom",4,darkness,Creature,dark_lord,4000,u,dm-03,23/55,"■ When you put this creature into the battle zone, choose one of your shields and return it to your hand. You can't use the ""shield trigger"" ability of that shield."
Bone Piercer,2,darkness,Creature,brain_jacker,1000,c,dm-03,24/55,"■ When this creature is put into your graveyard from the battle zone, you may return a creature from your mana zone to your hand."
Eldritch Poison,1,darkness,Spell,,,u,dm-03,25/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ You may destroy one of your darkness creatures. If you do, return a creature from your mana zone to your hand."
"Gamil, Knight of Hatred",6,darkness,Creature,demon_command,4000,r,dm-03,26/55,"■ Whenever this creature attacks, you may return a darkness creature from your graveyard to your hand."
Ghastly Drain,3,darkness,Spell,,,r,dm-03,27/55,"■ Choose any number of your shields and put them into your hand. You can't use the ""shield trigger"" abilities of those shields."
"Hang Worm, Fetid Larva",5,darkness,Creature,parasite_worm,4000,u,dm-03,28/55,
"Jack Viper, Shadow of Doom",3,darkness,Evolution Creature,ghost,4000,vr,dm-03,29/55,"■ Evolution—Put on one of your Ghosts.
■ Whenever another of your darkness creatures would be put into your graveyard from the battle zone, you may return it to your hand instead."
Mudman,4,darkness,Creature,hedrian,2000,c,dm-03,30/55,"■ While all the cards in your mana zone are darkness cards, this creature gets +2000 power."
Scratchclaw,4,darkness,Creature,hedrian,1000,r,dm-03,31/55,"■ Slayer (When this creature loses a battle, destroy the other creature.)
■ This creature gets +1000 power for each other darkness creature you have in the battle zone."
Snake Attack,4,darkness,Spell,,,c,dm-03,32/55,"■ Each of your creatures in the battle zone gets ""double breaker"" until the end of the turn. (A creature that has ""double breaker"" breaks 2 shields.)
■ Choose one of your shields and put it into your graveyard."
Wailing Shadow Belbetphlo,3,darkness,Creature,ghost,1000,c,dm-03,33/55,"■ Slayer (When this creature loses a battle, destroy the other creature.)"
Armored Warrior Quelos,5,fire,Creature,armorloid,2000,u,dm-03,34/55,"■ Whenever this creature attacks, put a non-fire card from your mana zone into your graveyard. Then your opponent chooses a non-fire card in his mana zone and puts it into his graveyard."
Baby Zoppe,3,fire,Creature,fire_bird,2000,c,dm-03,35/55,"■ While all the cards in your mana zone are fire cards, this creature gets +2000 power."
Blaze Cannon,7,fire,Spell,,,r,dm-03,36/55,"■ You can cast this spell only if all the cards in your mana zone are fire cards.
■ Each of your creatures in the battle zone gets ""power attacker +4000"" and ""double breaker"" until the end of the turn. (A creature that has ""power attacker +4000"" and ""double breaker"" gets +4000 power while attacking and breaks 2 shields.)"
Boltail Dragon,7,fire,Creature,armored_dragon,9000,r,dm-03,37/55,■ Double breaker (This creature breaks 2 shields.)
Explosive Dude Joe,3,fire,Creature,human,3000,c,dm-03,38/55,
Flametropus,4,fire,Creature,rock_beast,3000,r,dm-03,39/55,"■ Whenever this creature attacks, you may put a card from your mana zone into your graveyard. If you do, this creature gets ""power attacker +3000"" and ""double breaker"" until the end of the turn. (A creature that has ""power attacker +3000"" and ""double breaker"" gets +3000 power while attacking and breaks 2 shields.)"
"Muramasa, Duke of Blades",6,fire,Creature,human,3000,u,dm-03,40/55,"■ Whenever this creature attacks, you may destroy one of your opponent's creatures that has power 2000 or less."
Searing Wave,5,fire,Spell,,,u,dm-03,41/55,"■ Destroy all your opponent's creatures that have power 3000 or less.
■ Choose one of your shields and put it into your graveyard."
Snip Striker Bullraizer,2,fire,Creature,dragonoid,3000,c,dm-03,42/55,■ This creature can't attack while your opponent has more creatures in the battle zone than you do.
Uberdragon Jabaha,7,fire,Evolution Creature,armored_dragon,11000,vr,dm-03,43/55,"■ Evolution—Put on one of your Armored Dragons.
■ Each of your other fire creatures has ""power attacker +2000"". (While attacking, a creature that has ""power attacker +2000"" gets +2000 power.)
■ Double breaker (This creature breaks 2 shields.)"
Volcanic Arrows,2,fire,Spell,,,c,dm-03,44/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Destroy a creature that has power 6000 or less.
■ Choose one of your shields and put it into your graveyard."
Aurora of Reversal,5,nature,Spell,,,r,dm-03,45/55,■ Choose any number of your shields and put them into your mana zone.
Dawn Giant,7,nature,Creature,gianto,11000,r,dm-03,46/55,"■ This creature can't attack creatures.
■ Double breaker (This creature breaks 2 shields.)"
Gigamantis,4,nature,Evolution Creature,giant_insect,5000,vr,dm-03,47/55,"■ Evolution—Put on one of your Giant Insects.
■ Whenever another of your nature creatures would be put into your graveyard from the battle zone, put it into your mana zone instead."
Mana Nexus,4,nature,Spell,,,u,dm-03,48/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Add a card from your mana zone to your shields face down."
Masked Pomegranate,5,nature,Creature,tree_folk,1000,u,dm-03,49/55,"■ This creature gets +1000 power for each of your other nature creatures in the battle zone.
■ This creature can't be blocked by any creature that has power 4000 or less."
